split,index,n,fs_hz,phase_deg,voltage_ratio_scale,edge_time_s,load_proxy,target_mode,reciprocity,min_real_y_eig,kcl
train,22,4,23977.1040481417,14.236864035799123,0.9027133387365728,1.8751552831373751e-07,0.07617420189363915,residual,2.220446049250313e-15,6.457379660845441e-07,3.6737739337824054e-12
train,23,6,21577.077800532887,21.590588685523986,1.0967763612859462,1.9126417689366864e-07,0.14904705765533982,residual,2.3603665272841412e-15,9.588528502347868e-07,1.60713143914766e-11
train,24,8,29029.17540670024,16.105016549285438,1.064522392713478,1.84370900935058e-07,0.08298496727820205,residual,8.881784197001252e-16,5.57925860016006e-07,2.187046385444964e-11
train,25,6,16444.225390383388,34.402436041792114,1.0192431305363114,1.0482259553328334e-07,0.2661706506349647,residual,1.6011864169946886e-15,2.2833538594524766e-06,8.580155856231254e-12
train,26,8,28440.16698192404,25.029310221582374,0.9217902024802108,1.915140802805786e-07,0.10778315253835528,residual,2.3525204118543076e-15,3.9464875806761694e-07,2.401134912805735e-11
train,27,4,20174.55484147319,27.577339586359702,1.092117169833925,8.838001233282958e-08,0.19508310889242375,residual,1.790180836524724e-15,1.0309265711045528e-06,1.2870233784346879e-11
train,28,6,24502.667650072748,25.219831311912728,0.9307769748081753,1.3663303973401108e-07,0.12712830132118663,residual,9.930136612989092e-16,6.503798449730867e-07,7.332580706405269e-12
train,29,6,21778.701255734006,21.952694555414332,0.9357898543663932,1.266742233907717e-07,0.12781263090011238,residual,2.3914935841127266e-15,1.2658026934559072e-06,2.2208251624897056e-11
train,30,6,24300.6698010662,12.390998249736274,0.9434548454751863,1.447184262406654e-07,0.06912879699898805,residual,4.445768331151996e-16,7.511675035891545e-07,1.091926419138562e-11
train,31,6,22503.394414663806,33.45715967708914,1.0582313343384593,1.854835308484629e-07,0.19766908309361866,residual,6.280369834735101e-16,1.220887103721483e-06,7.941821057362623e-12
train,32,6,22954.36020503578,32.115273266574036,1.0501861345930155,5.883568128471206e-08,0.18628956200546182,residual,3.2330182483522125e-15,7.177226391644842e-07,7.275957614183426e-12
train,33,8,23918.73822809921,12.394757473186232,1.0404113757227385,1.6065519685300903e-07,0.07747203205855673,residual,5.551115123125783e-15,7.978537337117588e-07,7.332580706405269e-12
train,34,4,18659.234829047535,18.024706678124446,0.9876618642096269,1.7920721433830047e-07,0.13249025158852548,residual,1.831026719408895e-15,1.339136433024618e-06,4.067383956680332e-12
train,35,4,18140.151039201264,24.611322954454586,0.9601983814961432,1.1678314420491436e-07,0.1735509072732158,residual,3.66205343881779e-15,1.5828029741856649e-06,6.370521862719171e-12
train,36,8,25734.18195907543,27.33063980382356,0.9177386000298422,1.7340399761386103e-07,0.12757418548928828,residual,9.485749680535096e-16,7.741047410327159e-07,7.332580706405269e-12
train,37,8,26000.657016363628,12.956091598001912,0.9445588889412898,1.0306664168059026e-07,0.06740651258526917,residual,8.881784197001252e-16,1.2455052905188923e-06,2.961100216652941e-11
train,38,4,15669.26296051902,32.849281009521604,0.9316372815087723,9.451304007787018e-08,0.24639905414159805,residual,1.3322676295501878e-15,1.6665787224962298e-06,2.7284841053187847e-12
train,39,6,20804.267806974844,19.382775008056015,1.0080027987331182,1.1801632908424958e-07,0.1293212411662623,residual,2.7465400791133427e-15,7.421914009287733e-07,7.622954678590853e-12
train,40,4,25689.864733632043,13.289780451123665,0.9713880835902281,1.8024186872443158e-07,0.07182298866459674,residual,9.485749680535096e-16,8.788308171881823e-07,3.8114773392954265e-12
train,41,4,18279.7023002658,24.84768256625639,1.0636300090570558,1.1690366526432486e-07,0.19231719204154538,residual,1.6011864169946886e-15,1.4035567677985394e-06,7.731540852509763e-12
train,42,6,15986.814909886112,9.908171044705547,0.9347186422850788,1.2326954321462714e-07,0.08447892773423427,residual,1.831026719408895e-15,1.8926339335212425e-06,1.0913936421275139e-11
train,43,4,23318.710728258455,16.22926196465729,0.9788929399201701,5.411436453069161e-08,0.09565732390784645,residual,3.877842313165343e-15,9.891395039166313e-07,5.486494279472778e-12
train,44,6,20404.426451570573,14.764756358702035,1.0625663807732808,1.4516551376331036e-07,0.10892138077985987,residual,1.6011864169946886e-15,1.579513183768864e-06,7.499885442698834e-12
train,45,8,17620.02640679083,12.399882339960339,0.9346773406274744,9.570800367063438e-08,0.09451473733531982,residual,1.790180836524724e-15,1.4765141203115937e-06,1.0289757937229989e-11
train,46,6,15267.548138883829,22.816576434599657,0.951767667900786,1.2547360048140936e-07,0.19167759982554325,residual,8.881784197001252e-16,2.111535002861701e-06,9.094947017729282e-12
train,47,4,27470.748408841053,18.52919616502608,0.9455456436343621,1.0311269809805012e-07,0.08829072480355678,residual,2.2644195468014707e-15,7.903717068160725e-07,5.624914082024126e-12
train,48,6,21550.616625766706,22.02350401774385,1.0308048633642992,6.632584170105612e-08,0.14267508548154362,residual,1.4043333874306805e-15,6.850569526182826e-07,1.4559018921847493e-11
train,49,8,27981.100518056177,14.551559027697406,0.9224666107534212,9.39408767517026e-08,0.06804724666727875,residual,8.981148454337477e-15,5.936505890669892e-07,2.2499656328096503e-11
train,50,6,18963.980979584696,11.043420675939004,1.0046457609146535,8.539834783820392e-08,0.08474511206646546,residual,3.66205343881779e-15,1.124465539710144e-06,1.4665161412810538e-11
train,51,6,25535.550009137885,11.09855599687021,0.967670182913893,1.8568700608369274e-07,0.060902409041252964,residual,9.155133597044475e-16,6.658820945109162e-07,7.622954678590853e-12
train,52,4,18745.51874231037,16.837217626889867,1.0400444500230004,9.764853011638888e-08,0.130676758999199,residual,1.3426356273935429e-15,1.3519252202176082e-06,9.78119823410475e-12
train,53,6,25506.815761567937,23.01894883950507,1.025938832094875,1.7999118656155264e-07,0.1246092931932004,residual,3.3306690738754696e-16,1.052662669177111e-06,1.4999770885397668e-11
train,54,6,22946.089747600974,29.60367618781652,0.9610772063642513,6.624829689145702e-08,0.1598766149388796,residual,4.14813554445046e-15,9.362007311604732e-07,9.094947017729282e-12
train,55,8,16236.372776236025,22.183751680116444,1.0823086997278617,8.845337636463666e-08,0.20007892008729583,residual,1.3322676295501878e-15,2.430252226092962e-06,2.949603854454115e-11
train,56,4,16621.833854986184,24.728028296055257,1.0318112272668762,1.382371050870546e-07,0.20434139698931592,residual,1.1322097734007353e-15,1.3947739213767066e-06,1.5245909357181706e-11
train,57,8,29539.587791129023,5.389919027616258,1.0298592675402043,8.033949626597429e-08,0.028130502780435055,residual,2.3914935841127266e-15,6.915120412666353e-07,2.2296536684973512e-11
train,58,6,29125.341333243647,31.685682523000136,1.0237221770062799,1.3371692598510024e-07,0.14161515134067307,residual,1.336885555457667e-15,6.102588264329372e-07,7.499885442698834e-12
train,59,8,15171.919036207088,10.768327987088059,0.9628330009890054,1.6796162091729185e-07,0.09915003233268657,residual,1.3322676295501878e-15,1.6697070516361776e-06,4.4999312656193006e-11
train,60,6,27511.513429046692,6.677953035124069,1.055537899333218,1.1765167053930536e-07,0.038072290746858826,residual,1.8971499361070192e-15,7.838064488616187e-07,7.402750541632352e-12
train,61,4,16379.073205938876,11.546165048504907,1.0316411289348588,1.6557256462145008e-07,0.10502930139647543,residual,3.552713678800501e-15,1.8128794545896586e-06,9.094947017729282e-12
train,62,6,20664.02943184819,20.981047980541284,0.932425140170408,1.4614827699695684e-07,0.1290706555217404,residual,8.881784197001252e-16,1.2993697124671972e-06,1.4665161412810538e-11
train,63,6,29030.136541369124,5.350812130943035,0.9875500297733262,1.8155220814833992e-07,0.02725516342303412,residual,1.7763568394002505e-15,5.88487381004581e-07,1.4580309236299762e-11
train,64,4,22293.615001587175,22.652126014407678,0.9713896375575707,1.7720959681658492e-07,0.13314820215150386,residual,2.2887833992611187e-16,1.0867224820876085e-06,5.4569682106375694e-12
train,65,6,23765.56833323341,24.102708894957377,0.9063357770002012,5.687418826782527e-08,0.1228564134261408,residual,1.831026719408895e-15,9.658278753707045e-07,8.412825991399586e-12
train,66,6,17132.999789973186,14.615665735334728,0.9426430808040421,1.601036537586751e-07,0.1140195532274585,residual,4.440892098500626e-15,1.2133019155721982e-06,7.275957614183426e-12
train,67,6,28881.362685195178,20.26670361721432,0.9373215930173528,1.8617760972123953e-07,0.09007452927738127,residual,3.3306690738754696e-16,6.387303555726713e-07,2.2737367544323206e-12
train,68,4,21373.283434005534,29.574001810246596,0.9396912826536522,1.589342114334883e-07,0.16768701702694866,residual,9.930136612989092e-16,1.340086856291111e-06,5.532240293449122e-12
train,69,4,26223.834440885224,15.801951082288706,1.0407149201470847,1.3957638329991858e-07,0.08828090585052355,residual,1.3322676295501878e-15,8.642077196924561e-07,4.547473508864641e-12
train,70,6,21291.26606898544,11.396973669596953,0.9470229621438712,6.791914098845332e-08,0.07327678757452984,residual,2.808666774861361e-15,8.737508329875518e-07,8.580155856231254e-12
train,71,6,15011.258627575053,18.33798349707284,1.0486183726979172,7.810465661785936e-08,0.17754662186469072,residual,1.2560739669470201e-15,2.1592032807157183e-06,1.1504299109832135e-11
train,72,4,19854.004478446423,31.524238938839282,1.0340140673332505,9.008158086849327e-08,0.2089926396891653,residual,1.4043333874306805e-15,1.2722027067163999e-06,2.033691978340166e-12
train,73,8,16605.67138624221,32.01191604505961,0.9038849476285209,6.029553281344222e-08,0.22107906562090412,residual,3.179194921382489e-15,1.4276405416877487e-06,9.094947017729282e-12
train,74,8,21650.285548894186,31.148916228275475,0.9475827451490535,8.635878135342561e-08,0.17398064878913222,residual,1.5565409952966684e-15,1.282565023088841e-06,1.4805501083264704e-11
train,75,6,24612.51526103187,24.12504591187129,1.0621910699629384,5.867708761891549e-08,0.13913731668796922,residual,1.1102230246251565e-15,5.29082697627424e-07,8.0356571957383e-12
train,76,6,19087.60263439018,27.23450356736967,1.0897363095471269,8.675393949888203e-08,0.20364195815363126,residual,2.673771110915334e-15,1.500984327235868e-06,2.925354751947859e-11
train,77,6,18903.690255180307,14.647174353975796,0.9500274134873383,8.40475502455428e-08,0.10435361675625708,residual,8.899114524108741e-16,1.8496924565760288e-06,2.188176315729058e-11
train,78,4,19080.16168115836,17.498883522261174,1.0252139332821486,1.570881375705236e-07,0.13099406759515278,residual,1.2560739669470201e-15,1.5627779990862775e-06,1.9426815345735877e-12
train,79,8,15177.81277805251,13.619582958424335,1.0441111182839369,1.9663738496458246e-07,0.1336460218509154,residual,3.202372833989377e-15,1.9014896543066732e-06,2.212896117379649e-11
train,80,4,16205.335145250217,23.590963832684363,1.0659388670614713,1.4800004637922963e-07,0.20808189508743433,residual,2.5121479338940403e-15,1.7776531630777152e-06,7.275957614183426e-12
train,81,4,15573.605292443168,8.192377081338428,1.0259258129989888,1.0702955574416109e-07,0.07949350491539925,residual,4.742874840267548e-16,2.5499621171289983e-06,9.094947017729282e-12
train,82,6,25659.447750363568,10.236998000483126,0.9010912428195426,5.7928819654940043e-08,0.05232263628454248,residual,2.987304636342383e-15,5.830450985835408e-07,4.067383956680332e-12
train,83,8,28361.174747359815,15.708998378672202,0.912322918893841,1.6848169375280285e-07,0.07117691008517892,residual,9.930136612989092e-16,7.350062968635625e-07,7.988067941637916e-12
train,84,8,23158.7356797931,24.756310784297717,0.9027294915376951,1.0849978778196056e-07,0.1284384792326688,residual,1.790180836524724e-15,1.0438962385890432e-06,1.1368683772161603e-11
train,85,6,24690.183687847013,26.527084264208458,1.07438165238531,1.3977281884560627e-07,0.15188259622442515,residual,4.441027621704298e-16,8.563723871720724e-07,9.668061295755842e-12
train,86,4,25426.52690151884,31.911921888776618,0.9854640682971503,5.6284745490426464e-08,0.15702879482430923,residual,1.350644602892852e-15,1.002333984150084e-06,8.580155856231254e-12
train,87,4,28608.07506644124,7.080845354185758,0.9005307077285863,1.0646302337137965e-07,0.03304384620869838,residual,9.930136612989092e-16,6.442883137578986e-07,7.499885442698834e-12
train,88,4,27287.45139651212,32.02717809099293,1.0130240926625533,1.788417316843734e-07,0.15083770603026295,residual,1.350644602892852e-15,4.675868893540774e-07,4.067383956680332e-12
train,89,6,17812.385264852262,13.889057120117707,1.063805379953264,1.1757252735132873e-07,0.11813092341490512,residual,1.4217791915866692e-15,1.293588409758004e-06,2.979202573289367e-11
train,90,8,27947.57522374967,18.609238541416705,0.9645153088539969,7.626350856163636e-08,0.08886377408491346,residual,5.551115123125783e-15,8.197913433007052e-07,2.2058762325532195e-11
train,91,8,16936.53818023636,34.072939025564914,1.0235077687029384,1.9568021444884964e-07,0.2576110090503776,residual,6.713178136967714e-16,2.2997309075847536e-06,1.7160311712462508e-11
train,92,6,21218.198227124583,18.731565708092063,1.0104360017359948,1.4124436285469193e-07,0.1233321345198768,residual,1.7763568394002505e-15,1.1881355552668135e-06,8.580155856231254e-12
train,93,6,15154.837349008436,16.18961362984937,1.0741164919427229,1.8765402002790446e-07,0.16115007544043616,residual,1.7763568394002505e-15,1.8485527346854418e-06,9.094947017729282e-12
train,94,8,16802.294235364316,25.934939396917507,0.936558368216749,1.0687212388113963e-07,0.1909449375875643,residual,3.468447607305094e-15,1.2488215818879218e-06,1.5245909357181706e-11
train,95,6,28869.940011646577,26.059496895771787,0.9456725727194928,1.1788463985985577e-07,0.11265911350171057,residual,6.280369834735101e-16,4.6308267090853806e-07,1.0913936421275139e-11
train,96,8,21965.747588531485,32.893116023116676,0.9972290515561473,1.7362522439780446e-07,0.1883386423815138,residual,1.1102230246251565e-15,1.6712443735178496e-06,1.8189894035458565e-11
train,97,6,17683.314775673945,12.315098615341178,0.908740726992853,6.902494137004376e-08,0.09098308471927241,residual,1.1514383065176238e-15,1.235386698350065e-06,1.1823431123048067e-11
train,98,4,17684.754357614605,28.67281177068079,1.0056436051253832,6.738904414577932e-08,0.21153624935076182,residual,1.1226435567921847e-15,1.4774239193794478e-06,1.531526697276505e-11
train,99,8,15368.863953735221,8.409338789919786,1.0826165611584693,1.3334013408554039e-07,0.08714468137478566,residual,4.0943002132167226e-15,2.226289981527862e-06,2.9330322825621076e-11
train,100,4,22033.130102086754,31.011654696859726,0.9868413005593046,1.0577007034879708e-07,0.177419292690182,residual,9.930136612989092e-16,1.258148279244126e-06,5.752149554916067e-12
train,101,6,28489.483068101203,21.326057897966834,1.044441533283301,1.9520507891169552e-07,0.106357531474573,residual,1.831026719408895e-15,9.024291064281306e-07,7.290154618149881e-12
train,102,8,27842.386673761517,29.670737001768742,0.9809515068270739,7.546175998287653e-08,0.1347303473269545,residual,2.2315206618374916e-15,6.590098724342993e-07,1.0289757937229989e-11
train,103,4,21284.73378243105,26.008983093219896,0.9539441556608369,1.6099831566585525e-07,0.15389551996670225,residual,2.6852712547870858e-15,1.0848408826465062e-06,2.9118037843694986e-12
train,104,6,27154.296241803724,18.125704070573605,1.0080262526687325,1.6559741558311968e-07,0.09338100806406958,residual,3.2330182483522125e-15,5.576108116990029e-07,1.0914528524160221e-11
train,105,4,23623.540617062117,5.530947404898116,1.0541616294643257,1.9712394694364042e-07,0.03691752995564375,residual,1.7763568394002505e-15,9.888292880829007e-07,3.637978807091713e-12
train,106,8,15414.099574736885,16.17185265681092,1.0425834684323119,8.605319326549845e-08,0.15363616536450617,residual,3.1086244689504383e-15,1.7340671244150902e-06,1.7160311712462508e-11
train,107,4,15792.565740787286,23.041712770409205,0.9263131172822451,7.198176032580077e-08,0.18186813744479305,residual,2.0947646133377085e-15,1.9143036091803345e-06,3.6662903532026344e-12
train,108,8,21151.47923344437,13.90082430241934,1.093595339996095,1.7448356858404066e-07,0.10234730847064273,residual,4.0943002132167226e-15,1.2133122235636499e-06,2.212896117379649e-11
train,109,6,26483.799179505004,27.745439711277054,0.9154046085700391,1.203680748228031e-07,0.12518353718060238,residual,2.3525204118543076e-15,4.861396650099806e-07,8.0356571957383e-12
train,110,6,29471.662196859477,24.015173793201306,0.9303790209326572,7.631826160137246e-08,0.10138550169751241,residual,1.1110033759434665e-15,4.425808289711019e-07,8.134767913360665e-12
train,111,8,17225.669331105244,12.945388261680986,0.9872975696068986,1.5995114232879666e-07,0.10626689731643858,residual,2.6645352591003757e-15,1.7702890897123748e-06,1.626953582672133e-11
train,112,6,16872.050228229095,28.1883004029735,0.9497065006267584,1.953427985192647e-07,0.20651336991889357,residual,3.202372833989377e-15,2.044712287248536e-06,1.5883642114725246e-11
train,113,4,19090.881518451868,28.187939195147212,1.0660341979608408,1.1568626329089484e-07,0.20486475342838,residual,1.350644602892852e-15,1.2731201174417367e-06,4.547473508864641e-12
train,114,6,21106.94866742805,27.130550231806584,0.915410173372738,1.246641930774291e-07,0.15421338634207626,residual,4.965068306494546e-16,1.195740987625938e-06,7.402750541632352e-12
train,115,4,22377.725722576313,21.509587681573866,1.0988501473940824,6.424701181291163e-08,0.14351922944187467,residual,2.673771110915334e-15,8.896894134785932e-07,1.6169130228773635e-11
train,116,6,26943.369555054906,9.496734011164845,1.0051810509140084,1.399693536145812e-07,0.05179070830543118,residual,3.37661150723213e-16,6.612167369890124e-07,2.187046385444964e-11
train,117,4,23828.69241063527,8.053611062369885,0.9757341687608102,1.1921625225251814e-07,0.04861468802461249,residual,1.2560739669470201e-15,9.404817851124978e-07,3.637978807091713e-12
train,118,8,17959.930721878995,11.185064877669836,1.0074962290323222,1.1801588461993619e-07,0.09081145517426108,residual,2.220446049250313e-15,1.863733011142047e-06,2.300859821966427e-11
train,119,8,22562.398113879717,29.292882608405982,0.9763487837734351,7.978641477208435e-08,0.16378272582409667,residual,6.114205093613682e-16,1.1443559615493363e-06,1.0951766470309208e-11
train,120,4,20027.503984195388,18.39843297281955,1.0023325782333015,1.0228564604645293e-07,0.12757451064722777,residual,2.2315206618374916e-15,1.1372256408933217e-06,3.7240032166117086e-12
train,121,4,28587.38655296307,14.37389980841022,0.9068922507463184,1.9828729820047026e-07,0.06474960379311491,residual,1.4432899320127035e-15,5.741914234659683e-07,3.6662903532026344e-12
train,122,4,17469.319096616455,34.048452052718545,0.91334704048428,5.5974164683621744e-08,0.2227503601490165,residual,2.6645352591003757e-15,1.1780564224611744e-06,4.547473508864641e-12
train,123,6,21272.010047593292,30.197303658367773,0.9821604372010078,5.5117886477738554e-08,0.17906643703007483,residual,1.7763568394002505e-15,9.223170458116559e-07,1.241218711944037e-11
train,124,6,21668.73845863653,20.592264868009128,0.910836898375109,1.0352296717051811e-07,0.11829679654102229,residual,9.930136612989092e-16,1.487597616100642e-06,2.2737367544323206e-11
train,125,6,21938.502421798916,7.28761773385704,0.9201911379710284,1.3400889060302008e-07,0.04526188280483726,residual,3.179194921382489e-15,1.0813626086024488e-06,2.1903532940618417e-11
train,126,4,18266.230538339874,10.031787679291117,1.013310547141611,9.566972201539073e-08,0.08109464108148907,residual,2.2315206618374916e-15,1.0698307761285984e-06,7.770726138294351e-12
train,127,6,23937.547018646073,6.742600475352091,1.0177773123297171,1.005956841569653e-07,0.04258384072324487,residual,1.7763568394002505e-15,1.1655261738859614e-06,3.749942721349417e-12
train,128,4,29049.603614976768,28.75701511585273,0.9148063652825783,1.469850332058423e-07,0.11742498182288258,residual,8.881784197001252e-16,7.218595423203805e-07,3.749942721349417e-12
train,129,4,16640.683569620258,18.981584054252156,1.0428780250399226,1.6856840633205695e-07,0.16421878903449225,residual,1.4043333874306805e-15,1.9222126954685214e-06,7.499885442698834e-12
train,130,4,23253.096064317804,30.13072440395948,0.9123158666114177,1.3991698268526343e-07,0.15189347308265777,residual,1.831026719408895e-15,1.0923243197803195e-06,4.834030647877921e-12
train,131,8,18025.949403653707,9.244278326674902,1.0048154556698767,1.4120223097183373e-07,0.07543778454026721,residual,4.0943002132167226e-15,1.2388114811268418e-06,5.106146581099238e-11
train,132,8,28396.590197924488,34.58783471859003,0.939755866243637,1.312994595480327e-07,0.14270048750992168,residual,1.5788995281571398e-15,6.889111171694795e-07,1.4665161412810538e-11
train,133,6,29251.149559105434,22.52435970518967,0.985829671533218,5.0414791237780235e-08,0.10248900413243006,residual,4.742874840267548e-16,5.652304011177952e-07,8.134767913360665e-12
train,134,4,18296.183985189302,29.87809204276181,0.9487758036840328,1.259030287059373e-07,0.19941255908246364,residual,3.580361673049448e-15,2.4650838178044204e-06,6.5584595640102444e-12
train,135,8,24583.580527529237,13.172309133678956,1.047751112962849,1.7009328966173904e-07,0.0802963004035455,residual,2.886579864025407e-15,7.487862267514937e-07,1.4795130981884302e-11
train,136,6,24485.361017465744,9.41449638040185,1.0286803629441716,7.032363570457038e-08,0.05784497550574216,residual,2.710399819191012e-15,7.903449868200695e-07,7.28394683375943e-12
train,137,8,25338.863280350022,15.260894978843996,0.9827369777303204,1.9824690974247367e-07,0.08359481950884422,residual,6.280369834735101e-16,7.66327475497772e-07,9.374856803373543e-12
train,138,8,18125.060924215748,33.83697150113417,0.9470816874516235,1.0040460228566757e-07,0.22155903855147024,residual,1.336885555457667e-15,1.3011529238413158e-06,3.176728422945049e-11
train,139,6,17994.757315955423,28.948466351515684,0.9959117325556488,1.1636857668133084e-07,0.2074808617948939,residual,1.790180836524724e-15,1.6340540557448823e-06,1.4805501083264704e-11
train,140,4,28114.077468078787,27.928100771350337,0.9084217917697158,1.976441885558736e-07,0.11765396517650893,residual,6.6671180517865e-16,7.221842818484548e-07,3.749942721349417e-12
train,141,8,19275.399571139853,27.597373439225304,1.0559169738806546,7.347638601607291e-08,0.19753273316468628,residual,3.202372833989377e-15,1.099555038583831e-06,2.3646862246096134e-11
train,142,8,22836.121919765195,7.216257001197031,0.9460229105106823,1.65845558947565e-07,0.04428398142097426,residual,1.4043333874306805e-15,8.473590802122701e-07,1.4665161412810538e-11
train,143,8,17708.959640315414,16.889197138990397,0.909575763364668,1.3152476761116107e-07,0.12130816990760124,residual,1.7772239894833365e-15,2.2346139716645305e-06,3.049181871436341e-11
train,144,6,23093.317924204508,18.674937778065612,1.0345373165039673,1.0462974784425861e-07,0.11571064644788764,residual,4.965068306494546e-16,9.151110936762121e-07,8.580155856231254e-12
train,145,4,27973.62079021304,9.083810882885224,1.0524675461934598,6.67054773717227e-08,0.05007994041216976,residual,9.155133597044475e-16,5.856898690254115e-07,3.749942721349417e-12
train,146,8,22811.26823515578,6.293826882393969,0.9860950804929776,1.407977342629947e-07,0.0405183634215679,residual,2.1868857395626282e-15,9.846584849689013e-07,1.1823431123048067e-11
train,147,6,29673.602858699018,26.58206072807006,0.9846750111518429,9.100114167180535e-08,0.11602188483146078,residual,4.449557262054371e-16,5.199902503940414e-07,2.033691978340166e-12
train,148,8,24039.560585898842,33.43396539215371,0.9268106921625995,8.24082477852893e-08,0.16197135896452788,residual,1.784146017590271e-15,1.0316344014190166e-06,3.339220666145742e-11
train,149,4,26826.723134388216,23.93642986467983,1.0441135271302513,1.7176862125399983e-07,0.12465034862633724,residual,1.790180836524724e-15,6.304437513192309e-07,3.8853630691471754e-12
train,150,8,23737.922729500453,11.842979101428181,0.941339006984956,1.6695179116638086e-07,0.06770672387239773,residual,2.6716093228425255e-15,6.851797043210779e-07,2.2058762325532195e-11
train,151,8,26698.032564982244,19.46119004430389,1.0353358370816197,5.170008652795107e-08,0.10387329553781284,residual,3.110606378280845e-15,6.719841735185646e-07,1.5541452276588702e-11
train,152,4,20679.56418997312,12.967978867873889,1.0225036903085705,1.5141155764402187e-07,0.09182226924195157,residual,1.1957467920563633e-15,1.0998602534551997e-06,8.829596408280667e-12
train,153,6,25992.7953761787,18.123585946055897,0.9967531547891887,1.3146991737268742e-07,0.09645279717083086,residual,7.782704976483342e-16,7.037128808749221e-07,1.8331451766013172e-11
train,154,6,28825.31638844482,14.071542092662234,1.028148390733334,1.5853589488786896e-07,0.07139976418547596,residual,1.0934428697813141e-15,1.0077085155973107e-06,7.30786208804975e-12
train,155,6,20743.993636995892,7.094959267800265,1.0629290994121103,1.6332225906909046e-07,0.05389171150692005,residual,1.8971499361070192e-15,1.3244226700748142e-06,7.332580706405269e-12
